"repo","level","compatLabel","minTrain","coversCurrent","manifestType","pkgName","engines","evidence"
"CZX2244/dsh-bilibili","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-bilibili","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1"
"CriscolTheCoder/dsh-plugin-browser","B","declared","","false","cordis.patch.yml","dsh-plugin-browser","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1"
"cyzlmh/dsh-cyber-sec","C","unknown","","false","none","dsh-cyber-sec","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"Frost-Reed/blocker-notify","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-blocker-notify","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6"
"shaoyi1991/dsh-restart-web","B","runtime-injected","","false","cordis.patch.yml","dsh-restart-web","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"Jelee0145/dsh-mem","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-mem","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-atomic-write@^0.1.0-rc.6, @deepseek-ai/dsh-brand@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1"
"mingger77/research-skills","C","unknown","","false","none","","","no manifest/deps at root; kind=skill; signals=readme-mentions-dsh"
"sopaco/terrain","D","non-js-runtime","","false","none","terrain","","language=Rust, no JS plugin evidence"
"xiangpc/wemeet-openapi","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"becomeless/dsh-desktop-launcher","C","unknown","","false","none","","","no manifest/deps at root; kind=desktop/tool; signals=readme-mentions-dsh"
"zimai233/dsh-adhd-copilot","B","runtime-injected","","false","cordis.patch.yml","dsh-adhd-copilot","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"howlma/dsh-desktop","C","unknown","","false","none","dsh-desktop","","no manifest/deps at root; kind=desktop/tool; signals=readme-mentions-dsh"
"bluecobaltum/dsh-lan-proxy","C","unknown","","false","none","dsh-lan-proxy","","no manifest/deps at root; kind=plugin?; signals=keyword-plugin,keyword-dsh,readme-mentions-dsh"
"walnut-a/dsh-user-message-navigation","A","0.1.1-rc.2+","0.1.1-rc.2","true","cordis.patch.yml","dsh-user-message-navigation","{""node"":""^22.19 || >=24""}","cordis.patch.yml; ranges cover current (min=0.1.1-rc.2): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-runtime@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-layout@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-slots@^0.1.1-rc.2"
"beex-labs/dsh-desktop-plugin","B","pkg-name","","false","package.json","dsh-desktop-plugin","","plugin-named package.json, signals=keywords"
"kuailexiaozixin/fasthtml-desktop","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"fan969690/dsh-desktop-tools","D","non-js-runtime","","false","none","","","language=C#, no JS plugin evidence"
"qomob/DSHwiki","C","unknown","","false","none","dsh","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"zealot00/dsh-pet","B","runtime-injected","","false","cordis.patch.yml","@dsh-local/dsh-pet","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"TT432/dsh-dcp","B","0.1.0-rc.6+(declared-deps)","0.1.0-rc.6","true","none","dsh-dcp","","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6"
"ReachGa0/dsh-desktop","C","unknown","","false","none","dsh-desktop-windows","{""node"":"">=22""}","no manifest/deps at root; kind=desktop/tool; signals=keyword-plugin,keyword-dsh,readme-mentions-dsh"
"Ariestar/sivtr","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"drewnekota/cetus","C","unknown","","false","none","cetus","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"multica-ai/dsh-multica-runtime","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@multica-ai/dsh-runtime","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/cordis-plugin-loader@^1.0.2, @deepseek-ai/dsh-agent@^0.1.0-rc.6, @deepseek-ai/dsh-agent-default-model@^0.1.0-rc.6, @deepseek-ai/dsh-cmdline@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-mcp-client@^0.1.0-rc.6, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-subprocess@^0.1.0-rc.6, @deepseek-ai/dsh-user-approval@^0.1.0-rc.6"
"creght-dev/skills","B","runtime-injected","","false","cordis.patch.yml","creght-skills","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"Sparrived/DSH-Deeptop","C","unknown","","false","none","deeptop","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"Leon0555/dsh-lan-access","B","runtime-injected","","false","cordis.patch.yml","dsh-lan-access","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"dylan121322/llm-adaptive","B","declared","","false","cordis.patch.yml","llm-adaptive","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-llm@>=0.0.1-rc.5"
"1514100951/dsh-notify-plugins","B","runtime-injected","","false","cordis.patch.yml","","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"QWQ-nn/dsh-client-ui-trajectory-categories","C","unknown","","false","none","dsh-client-ui-trajectory-categories","","no manifest/deps at root; kind=plugin?; signals=keyword-plugin,readme-mentions-dsh"
"Sunshine-oneday/DSH-Desktop","D","non-js-runtime","","false","none","dsh-desktop","","language=Rust, no JS plugin evidence"
"pjy-20051012/dsh-file-preview","C","unknown","","false","none","dsh-file-preview","","no manifest/deps at root; kind=plugin?; signals=keyword-plugin,readme-mentions-dsh"
"weigre/interaction-doc","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"pineapple880066/dsh-webUI-pets","C","unknown","","false","none","","","no manifest/deps at root; kind=pet; signals=readme-mentions-dsh"
"anweat/dsh-browser","A","0.1.1-rc.2+","0.1.1-rc.2","true","cordis.patch.yml","@anweat/dsh-browser","{""node"":""^22.19 || >=24""}","cordis.patch.yml; ranges cover current (min=0.1.1-rc.2): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-tools@^0.1.1-rc.2, @deepseek-ai/dsh-client-connection@^0.1.1-rc.2, @deepseek-ai/dsh-client-locale@^0.1.1-rc.2, @deepseek-ai/dsh-client-runtime@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-settings@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-settings-plugins@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-slots@^0.1.1-rc.2, @deepseek-ai/dsh-settings@^0.1.1-rc.2, @deepseek-ai/schemastery@^3.18.1"
"peterwangze/software-project-governance","B","pkg-name","","false","package.json","@zcode/software-project-governance-plugin","","plugin-named package.json, signals=keywords"
"chnjames/dsh-plugin-market","B","0.1.0-rc.6+(pkg-name)","0.1.0-rc.6","true","package.json","dsh-plugin-market","","plugin-named package.json, signals=@deepseek-ai/dsh-typert-protocol"
"jyh20030112/dsh-visual-plugin","B","declared","","false","cordis.patch.yml","dsh-visual-plugin","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/dsh-settings@^0.1.0-rc.5, @deepseek-ai/dsh-attachment@^0.1.0-rc.5, @deepseek-ai/dsh-llm@^0.1.0-rc.5, @deepseek-ai/dsh-tools@^0.1.0-rc.5, @deepseek-ai/dsh-host-webserver@^0.1.0-rc.5, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.5, @deepseek-ai/dsh-invariants@^0.1.0-rc.5, @deepseek-ai/dsh-session@^0.1.0-rc.5, @deepseek-ai/dsh-api-remotes@file:../../deepseek-harness/packages/api/remotes, @deepseek-ai/dsh-host-apiproxy@file:../../deepseek-harness/packages/host/apiproxy, @deepseek-ai/dsh-client-runtime@file:../../deepseek-harness/packages/client/runtime, @deepseek-ai/dsh-client-ui-slots@file:../../deepseek-harness/packages/client/ui-slots, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.5, @deepseek-ai/dsh-client-ui-settings-plugins@^0.1.0-rc.5"
"o-Sakurajimamai-o/dsh-desktop","C","unknown","","false","none","dsh-desktop","","no manifest/deps at root; kind=desktop/tool; signals=readme-mentions-dsh"
"anweat/dsh-restart","A","0.1.1-rc.2+","0.1.1-rc.2","true","cordis.patch.yml","dsh-restart","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.1-rc.2): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-agent@^0.1.1-rc.2, @deepseek-ai/dsh-commands@^0.1.1-rc.2, @deepseek-ai/dsh-host-webserver@^0.1.1-rc.2, @deepseek-ai/dsh-sandbox-policy@^0.1.1-rc.2, @deepseek-ai/dsh-shell@^0.1.1-rc.2, @deepseek-ai/dsh-client-locale@^0.1.1-rc.2, @deepseek-ai/dsh-client-runtime@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-settings@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-settings-plugins@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-slots@^0.1.1-rc.2, @deepseek-ai/dsh-llm@^0.1.1-rc.2, @deepseek-ai/dsh-settings@^0.1.1-rc.2, @deepseek-ai/dsh-tools@^0.1.1-rc.2, @deepseek-ai/schemastery@^3.18.1"
"xtxo/dsh-ui","D","non-js-runtime","","false","none","dsh-ui","","language=Rust, no JS plugin evidence"
"minybear/DeepSeek-Harness-Pet","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@minybear/dsh-pet","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6"
"tt-a1i/archify","C","unknown","","false","none","","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"crafter-station/petdex","D","not-a-plugin","","false","none","petdex","","catalog isDshPlugin=false, no manifest/deps"
"anywhere-labs/deepseek-harness-desktop","C","unknown","","false","none","deepseek-harness-desktop","{""node"":""^22.19.0 || >=24.0.0""}","no manifest/deps at root; kind=desktop/tool; signals=@deepseek-ai/dsh-tool-session-query,readme-mentions-dsh"
"text2future/flowix","D","not-a-plugin","","false","none","flowix","","catalog isDshPlugin=false, no manifest/deps"
"zhoushoujianwork/easyeda-agent","D","not-a-plugin","","false","none","easyeda-agent-dsh","{""node"":"">=20.17.0""}","catalog isDshPlugin=false, no manifest/deps"
"phoenixlucky/zerotoken-skill","D","not-a-plugin","","false","none","zerotoken-skill","","catalog isDshPlugin=false, no manifest/deps"
"gusibi/molibot","D","not-a-plugin","","false","none","molibot","{""node"":"">=22.19.0""}","catalog isDshPlugin=false, no manifest/deps"
"billLiao/awesome-dsh-plugin","C","unknown","","false","none","","","no manifest/deps at root; kind=list/market; signals=readme-mentions-dsh"
"LaoYueHanNi/dsh-token-usage","A","0.1.1-rc.2+","0.1.1-rc.2","true","cordis.patch.yml","dsh-token-usage","{""node"":"">=22.19""}","cordis.patch.yml; ranges cover current (min=0.1.1-rc.2): @deepseek-ai/dsh-credentials@^0.1.1-rc.2, @deepseek-ai/dsh-settings@^0.1.1-rc.2, @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-locale@^0.1.1-rc.2, @deepseek-ai/dsh-client-runtime@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-conversation@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-primitives@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-settings@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-settings-plugins@^0.1.1-rc.2, @deepseek-ai/dsh-client-ui-slots@^0.1.1-rc.2, @deepseek-ai/dsh-host-webserver@^0.1.1-rc.2, @deepseek-ai/dsh-llm@^0.1.1-rc.2, @deepseek-ai/dsh-session@^0.1.1-rc.2, @deepseek-ai/dsh-session-persistence@^0.1.1-rc.2, @deepseek-ai/dsh-session-stats@^0.1.1-rc.2"
"djasdh/interest-memory","D","non-js-runtime","","false","none","@djasdh/interest-memory","","language=Go, no JS plugin evidence"
"phoenixlucky/chrome-mcp-bridge-2026-skill","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"Nanki-nn/dsh-answer-pet","B","runtime-injected","","false","cordis.patch.yml","dsh-answer-pet","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"hootandy321/dsh-Agentlink","C","unknown","","false","none","dsh-agentlink","{""node"":"">=22""}","no manifest/deps at root; kind=plugin?; signals=keyword-plugin,keyword-dsh,readme-mentions-dsh"
"gezi-wen/sage-mem","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","sage-mem","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-typert-protocol@^0.1.0-rc.6, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6"
"hellosz/dsh-pets","B","declared","","true","cordis.patch.yml","@hellosz/dsh-pets","{""node"":"">=22""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-tools@*"
"sanshanya/better-model-provider","A","0.1.0-rc.7+","0.1.0-rc.7","true","cordis.patch.yml","better-model-provider","{""node"":""^20.0.0 || ^22.0.0 || >=24""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.7): @deepseek-ai/dsh-api-remotes@>=0.1.0-rc.7 <0.2.0, @deepseek-ai/schemastery@^3.18.1"
"Nwflower/dsh-file-claim","B","runtime-injected","","false","cordis.patch.yml","dsh-file-claim","{""node"":"">=18""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"springbrand-lab/dsh-skin-universe","C","unknown","","false","none","dsh-web-ui","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"6kongbai/dsh-plugin-market","B","pkg-name","","false","package.json","dsh-plugin-market-monorepo","{""node"":""^22.19.0 || >=24.0.0""}","plugin-named package.json, signals=keywords"
"030611/dsh-context-provenance","A","0.1.1-rc.2+","0.1.1-rc.2","true","cordis.patch.yml","dsh-context-provenance","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.1-rc.2): @deepseek-ai/cordis@4.0.1, @deepseek-ai/cordis-plugin-include@1.0.6, @deepseek-ai/cordis-plugin-loader@1.0.2, @deepseek-ai/dsh-agent@0.1.1-rc.2, @deepseek-ai/dsh-cordis-host-runner@0.1.1-rc.2, @deepseek-ai/dsh-host-plugin-inventory@0.1.1-rc.2, @deepseek-ai/dsh-llm@0.1.1-rc.2, @deepseek-ai/dsh-session@0.1.1-rc.2, @deepseek-ai/dsh-session-projection@0.1.1-rc.2, @deepseek-ai/dsh-skill@0.1.1-rc.2, @deepseek-ai/dsh-token-meter@0.1.1-rc.2"
"RainbowDashy/dsh-theme-palettes","B","declared","","false","cordis.patch.yml","dsh-theme-palettes","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1"
"wenliang9527/dsh-themes","C","unknown","","false","none","","","no manifest/deps at root; kind=skin; signals=readme-mentions-dsh"
"cogine-ai/dsh-claude-tui","A","0.1.1-rc.2+","0.1.1-rc.2","true","cordis.patch.yml","dsh-claude-tui","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.1-rc.2): @deepseek-ai/cordis-plugin-group@1.0.1, @deepseek-ai/dsh@0.1.1-rc.2, @deepseek-ai/dsh-anonymous-user-id@0.1.1-rc.2, @deepseek-ai/dsh-attachment@0.1.1-rc.2, @deepseek-ai/dsh-atomic-write@0.1.1-rc.2, @deepseek-ai/dsh-authorization@0.1.1-rc.2, @deepseek-ai/dsh-bash-local@0.1.1-rc.2, @deepseek-ai/dsh-cmdline@0.1.1-rc.2, @deepseek-ai/dsh-code-runtime@0.1.1-rc.2, @deepseek-ai/dsh-code-runtime-worker-thread@0.1.1-rc.2, @deepseek-ai/dsh-compaction@0.1.1-rc.2, @deepseek-ai/dsh-fs@0.1.1-rc.2, @deepseek-ai/dsh-invariants@0.1.1-rc.2, @deepseek-ai/dsh-output-retention@0.1.1-rc.2, @deepseek-ai/dsh-sandbox@0.1.1-rc.2, @deepseek-ai/dsh-scope@0.1.1-rc.2, @deepseek-ai/dsh-session-telemetry@0.1.1-rc.2, @deepseek-ai/dsh-session-title-llm@0.1.1-rc.2, @deepseek-ai/dsh-shell@0.1.1-rc.2, @deepseek-ai/dsh-spill@0.1.1-rc.2, @deepseek-ai/dsh-subagent-in-process-driver@0.1.1-rc.2, @deepseek-ai/dsh-timeout@0.1.1-rc.2, @deepseek-ai/dsh-tool-ask-user@0.1.1-rc.2, @deepseek-ai/dsh-workflow@0.1.1-rc.2, @deepseek-ai/schemastery@3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/cordis-plugin-loader@^1.0.2, @deepseek-ai/dsh-agent@>=0.1.1-rc.2 <0.1.2, @deepseek-ai/dsh-agent-default-model@>=0.1.1-rc.2 <0.1.2, @deepseek-ai/dsh-commands@>=0.1.1-rc.2 <0.1.2, @deepseek-ai/dsh-credentials@>=0.1.1-rc.2 <0.1.2, @deepseek-ai/dsh-llm@>=0.1.1-rc.2 <0.1.2, @deepseek-ai/dsh-session@>=0.1.1-rc.2 <0.1.2, @deepseek-ai/dsh-settings@>=0.1.1-rc.2 <0.1.2, @deepseek-ai/dsh-subagent@>=0.1.1-rc.2 <0.1.2, @deepseek-ai/dsh-user-approval@>=0.1.1-rc.2 <0.1.2, @deepseek-ai/dsh-user-questions@>=0.1.1-rc.2 <0.1.2"
"BeyondXinXin/deepseek-harness-box","D","non-js-runtime","","false","none","","","language=Go, no JS plugin evidence"
"z21for99/silk-background","B","runtime-injected","","false","cordis.patch.yml","silk-background","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"liuyun847/dsh-client-ui-peak-valley","B","0.1.0-rc.6+(declared-deps)","0.1.0-rc.6","true","none","dsh-client-ui-peak-valley","","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/dsh-client-connection@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/cordis@^4.0.1"
"ouyangyipeng/dsh-marketplace","B","declared","","false","cordis.patch.yml","dsh-marketplace","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.0-rc.7, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.5, @deepseek-ai/dsh-client-ui-settings@^0.1.0-rc.5, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.5, @deepseek-ai/dsh-host-webserver@^0.1.0-rc.5, @deepseek-ai/schemastery@^3.18.0"
"XavierMarquis93/dsh-plugin-conversation-outline","B","declared-deps","","false","none","@deepseek-ai/dsh-client-ui-conversation-outline","","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/dsh-client-locale@workspace:^, @deepseek-ai/dsh-client-runtime@workspace:^, @deepseek-ai/dsh-client-test-runtime@workspace:^, @deepseek-ai/dsh-client-ui-conversation@workspace:^, @deepseek-ai/dsh-client-ui-primitives@workspace:^, @deepseek-ai/dsh-client-ui-slots@workspace:^, @deepseek-ai/dsh-invariants@workspace:^, @deepseek-ai/cordis@workspace:^"
"JuneLearn/dsh-reasoning-settings","B","runtime-injected","","false","cordis.patch.yml","dsh-reasoning-settings","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"phoenixlucky/moon-lovers-skill","D","not-a-plugin","","false","none","moon-lovers-skill","","catalog isDshPlugin=false, no manifest/deps"
"ZBCs-StudioCr-CN/dsh-skill-manager","C","unknown","","false","none","","","no manifest/deps at root; kind=skill; signals=readme-mentions-dsh"
"imtheolin/ai-keyboard","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"addxing/function-testing","B","runtime-injected","","false","cordis.patch.yml","dsh-skill-function-testing","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"ouyangyipeng/dsh-desktop","C","unknown","","false","none","dsh-desktop","{""node"":""^22.19.0 || >=24.0.0""}","no manifest/deps at root; kind=desktop/tool; signals=readme-mentions-dsh"
"yangl326-Dylan/learning-dsh","C","unknown","","false","none","learning-dsh","{""node"":"">=20""}","no manifest/deps at root; kind=docs; signals=readme-mentions-dsh"
"kuangre123/codex-switch","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"kuangre123/iosdev","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"AtlasCloudAI/atlas-cloud-skills","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"AtlasCloudAI/mcp-server","D","not-a-plugin","","false","none","atlascloud-mcp","{""node"":"">=18""}","catalog isDshPlugin=false, no manifest/deps"
"poiuyjie/dsh-vision-opencode","B","0.1.0-rc.6+(declared-deps)","0.1.0-rc.6","true","none","dsh-vision-opencode","{""node"":"">=20.3""}","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/dsh-llm@>=0.1.0-rc.6 <0.2.0, @deepseek-ai/dsh-tools@>=0.1.0-rc.6 <0.2.0, @deepseek-ai/dsh-settings@>=0.1.0-rc.6 <0.2.0, @deepseek-ai/dsh-skill@>=0.1.0-rc.6 <0.2.0, @deepseek-ai/schemastery@*"
"AtlasCloudAI/cli","D","not-a-plugin","","false","none","","","catalog isDshPlugin=false, no manifest/deps"
"stevenx65/dsh-balance-plugin","B","0.1.0-rc.6(build-era)","0.1.0-rc.6","false","cordis.patch.yml","dsh-balance-plugin","","peer/dev only pin older versions: @deepseek-ai/dsh-client-ui-primitives@0.1.0-rc.6"
"Noob-stupid/dsh-plugin-hub","B","runtime-injected","","false","cordis.patch.yml","@noob-stupid/dsh-plugin-console","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"Piccolo123/url-manager","D","non-js-runtime","","false","none","","","language=Python, no JS plugin evidence"
"Hilbert-beinghappy/deepseek-tui","A","0.1.0-rc.7+","0.1.0-rc.7","true","cordis.patch.yml","seektty","{""node"":""^22.19.0 || >=24""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.7): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/cordis-plugin-include@1.0.6, @deepseek-ai/cordis-plugin-loader@1.0.2, @deepseek-ai/dsh-agent-presets@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-api-gateway@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-api-remotes@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-app-boot@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-client-connection@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-client-locale@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-client-schema-form@0.1.0-rc.7, @deepseek-ai/dsh-client-ui-slots@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-client-ui-conversation@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-client-ui-deliverables@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-client-ui-goal@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-client-ui-trajectory@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-client-ui-workflow-run@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-cmdline@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-code-runtime-worker-thread@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-commands@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-cordis-host-runner@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-credentials@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-goal@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-host-apiproxy@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-host-directory-picker-browse@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-host-plugin-inventory@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-llm@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-message-feedback@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-session-projection-cache@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-session@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-session-stats@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-settings@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-storage@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-storage-domain@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-storage-json@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-tools@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-typert-protocol@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-typert-registry@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/dsh-workspace@>=0.1.0-rc.6 <=0.1.0-rc.8 || 0.1.1-rc.2, @deepseek-ai/schemastery@^3.18.1"
