"repo","level","compatLabel","minTrain","coversCurrent","manifestType","pkgName","engines","evidence"
"z953218350/dsh-np-ppt","B","runtime-injected","","false","cordis.patch.yml","dsh-np-ppt","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"MiloMMIN/dsh-agent-board","C","unknown","","false","none","dsh-agent-board","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"wendi-lok/dsh-file-explorer","B","runtime-injected","","false","cordis.patch.yml","","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"xluomo/dsh-mcp-settings","B","runtime-injected","","false","cordis.patch.yml","dsh-mcp-settings","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"QT-Chen/dsh-mic-input","B","runtime-injected","","false","cordis.patch.yml","dsh-mic-input","{""node"":"">=20.0.0""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"dongsheng123132/dsh-terminal","B","runtime-injected","","false","cordis.patch.yml","dsh-terminal","{""node"":"">=22""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"wanzhiwei5/dsh-skin-amis","B","runtime-injected","","false","cordis.patch.yml","dsh-skin-amis","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"xiaobright/dsh-anchored-standard","C","unknown","","false","none","dsh-anchored-standard","{""node"":"">=22.19.0""}","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"xiake595/touhou-hakurei","B","declared","","false","cordis.patch.yml","@dsh-external/dsh-client-ui-skin-hakurei-shrine","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1"
"entireyu/dsh-whalito-desk","D","non-js-runtime","","false","none","dsh-launcher","","language=Rust, no JS plugin evidence"
"xylt369/dsh-browser","C","unknown","","false","none","dsh-browser","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"tencent-connect/dsh-qqbot","B","declared","","false","cordis.patch.yml","@tencent-connect/dsh-qqbot","{""node"":"">=18""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@>=4.0.1, @deepseek-ai/dsh-agent@>=0.1.0-rc.6, @deepseek-ai/dsh-llm@>=0.1.0-rc.6, @deepseek-ai/dsh-session@>=0.1.0-rc.6, @deepseek-ai/schemastery@>=3.18.1"
"buguoshixc/deepseek-harness-external-migration","B","declared","","false","cordis.patch.yml","deepseek-harness-external-migration","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-mcp-client@^0.1.0-rc.5, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-session@^0.1.0-rc.5, @deepseek-ai/dsh-session-persistence@^0.1.0-rc.5, @deepseek-ai/dsh-tools@^0.1.0-rc.5, @deepseek-ai/schemastery@^3.18.1"
"w769721503/dsh-plugin-store","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-plugin-store","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings@^0.1.0-rc.6, @deepseek-ai/dsh-host-webserver@^0.1.0-rc.6"
"dhicoc/dsh-reverse-skill","D","av-flagged","0.0.1-rc.1","false","cordis.patch.yml","@dhicoc/dsh-reverse-skill","","risk-360 AV: critical, 23 alerts"
"poplarity/dsh-science-workbench","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-science-workbench","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-tools@^0.1.0-rc.6"
"tsonglew/dsh-media-preview","B","declared","","false","cordis.patch.yml","dsh-media-preview","{""node"":"">=22""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@>=4.0.1, @deepseek-ai/schemastery@>=3.18.1"
"noone89A/dsh-gauge","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-gauge","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings-plugins@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-token-meter@^0.1.0-rc.6"
"omdsh-dev/dsh-office","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@huiliyi37/dsh-office","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.5"
"chenw2759-wq/dsh-IDE","C","unknown","","false","none","dsh-easyssh","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"kestiny18/dsh-plugins","B","pkg-name","","false","package.json","dsh-plugins","{""node"":"">=22.18.0"",""pnpm"":"">=11 <12""}","plugin-named package.json, signals=keywords"
"Chhlafiu4312/promptwall","B","0.1.0-rc.2+(inferred)","0.1.0-rc.2","true","cordis.patch.yml","dsh-promptwall","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@>=4.0.1 <5, @deepseek-ai/cordis-plugin-loader@1.0.2, @deepseek-ai/dsh-agent@0.1.0-rc.6, @deepseek-ai/dsh-attachment@0.1.0-rc.6, @deepseek-ai/dsh-brand@0.1.0-rc.6, @deepseek-ai/dsh-code-runtime@0.1.0-rc.6, @deepseek-ai/dsh-invariants@0.1.0-rc.6, @deepseek-ai/dsh-llm@>=0.1.0-rc.2 <0.2.0, @deepseek-ai/dsh-scope@0.1.0-rc.6, @deepseek-ai/dsh-session@0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@0.1.0-rc.6, @deepseek-ai/dsh-timeout@0.1.0-rc.6, @deepseek-ai/dsh-tools@>=0.1.0-rc.2 <0.2.0, @deepseek-ai/dsh-typert-protocol@0.1.0-rc.6, @deepseek-ai/dsh-user-approval@0.1.0-rc.6, @deepseek-ai/schemastery@>=3.18.1-rc.4 <4"
"Lanxing6480/dsh-skill-manager","B","declared","","false","cordis.patch.yml","@lanxing/dsh-skill-manager","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1"
"elviszhang007/dsh-moyan","B","runtime-injected","","false","cordis.patch.yml","dsh-moyan","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"Terry12138qy/dsh-vision","B","runtime-injected","","false","cordis.patch.yml","dsh-vision","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"MJ-Chang/dsh-vscode","B","0.1.0-rc.6+(declared-deps)","0.1.0-rc.6","true","none","deepseek-harness-chat","{""vscode"":""^1.90.0""}","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/cordis-plugin-timer@^1.1.3, @deepseek-ai/dsh-agent@^0.1.0-rc.6, @deepseek-ai/dsh-agent-instructions@^0.1.0-rc.6, @deepseek-ai/dsh-agent-loop@^0.1.0-rc.6, @deepseek-ai/dsh-agent-presets@^0.1.0-rc.6, @deepseek-ai/dsh-agent-spine-demo@^0.1.0-rc.6, @deepseek-ai/dsh-bash-local@^0.1.0-rc.6, @deepseek-ai/dsh-bash-sandbox@^0.1.0-rc.6, @deepseek-ai/dsh-compaction-basic@^0.1.0-rc.6, @deepseek-ai/dsh-fs@^0.1.0-rc.6, @deepseek-ai/dsh-fs-local@^0.1.0-rc.6, @deepseek-ai/dsh-fs-observation-policy@^0.1.0-rc.6, @deepseek-ai/dsh-fs-sandbox@^0.1.0-rc.6, @deepseek-ai/dsh-goal@^0.1.0-rc.6, @deepseek-ai/dsh-goal-round-driver@^0.1.0-rc.6, @deepseek-ai/dsh-home-paths@^0.1.0-rc.6, @deepseek-ai/dsh-invariants@^0.1.0-rc.6, @deepseek-ai/dsh-jobs@^0.1.0-rc.6, @deepseek-ai/dsh-jobs-local@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-llm-deepseek@^0.1.0-rc.6, @deepseek-ai/dsh-llm-retry@^0.1.0-rc.6, @deepseek-ai/dsh-persona@^0.1.0-rc.6, @deepseek-ai/dsh-pwsh-sandbox@^0.1.0-rc.6, @deepseek-ai/dsh-sandbox@^0.1.0-rc.6, @deepseek-ai/dsh-sandbox-local@^0.1.0-rc.6, @deepseek-ai/dsh-sandbox-policy@^0.1.0-rc.6, @deepseek-ai/dsh-scope@^0.1.0-rc.6, @deepseek-ai/dsh-sdk-client@^0.1.0-rc.6, @deepseek-ai/dsh-sdk-jsonrpc-demo@^0.1.0-rc.6, @deepseek-ai/dsh-sdk-jsonrpc-server@^0.1.0-rc.6, @deepseek-ai/dsh-sdk-protocol@^0.1.0-rc.6, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-session-persistence-jsonl@^0.1.0-rc.6, @deepseek-ai/dsh-session-title@^0.1.0-rc.6, @deepseek-ai/dsh-shell@^0.1.0-rc.6, @deepseek-ai/dsh-shell-env@^0.1.0-rc.6, @deepseek-ai/dsh-skill@^0.1.0-rc.6, @deepseek-ai/dsh-skill-filesystem@^0.1.0-rc.6, @deepseek-ai/dsh-subprocess-local@^0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.6, @deepseek-ai/dsh-token-meter@^0.1.0-rc.6, @deepseek-ai/dsh-tool-bash@^0.1.0-rc.6, @deepseek-ai/dsh-tool-fs@^0.1.0-rc.6, @deepseek-ai/dsh-tool-goal@^0.1.0-rc.6, @deepseek-ai/dsh-tool-jobs@^0.1.0-rc.6, @deepseek-ai/dsh-tool-pwsh@^0.1.0-rc.6, @deepseek-ai/dsh-tool-skill@^0.1.0-rc.6, @deepseek-ai/dsh-tool-todo@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/dsh-user-approval@^0.1.0-rc.6"
"sandbaseai/sandbase-skills","D","non-js-runtime","","false","none","@sandbaseai/dsh-skills","{""node"":"">=20""}","language=Python, no JS plugin evidence"
"zhijun-dai/Catppuccin-dsh-theme","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-catppuccin","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-theme@^0.1.0-rc.6, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6"
"heartmove/dsh-side-chat","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-side-chat","{""node"":"">=20""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/dsh-agent@^0.1.0-rc.6, @deepseek-ai/dsh-attachment@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-primitives@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-attachment@^0.1.0-rc.6, @deepseek-ai/dsh-client-web-react@^0.1.0-rc.6, @deepseek-ai/dsh-host-webserver@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-session-query@^0.1.0-rc.6, @deepseek-ai/dsh-workspace@^0.1.0-rc.6, @deepseek-ai/dsh-permission-presets@^0.1.0-rc.6, @deepseek-ai/dsh-sandbox-policy@^0.1.0-rc.6, @deepseek-ai/dsh-agent-presets@^0.1.0-rc.6, @deepseek-ai/dsh-settings@^0.1.0-rc.6, @deepseek-ai/dsh-home-paths@^0.1.0-rc.6"
"DevourerM/dsh-naiwa-theme","B","runtime-injected","","false","cordis.patch.yml","dsh-naiwa-theme","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"acnlabs/dsh-plugin-acn","B","declared","","true","cordis.patch.yml","@acnlabs/dsh-plugin-acn","{""node"":"">=18.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@>=4.0.0, @deepseek-ai/dsh-tools@>=0.1.0-rc.0, @deepseek-ai/schemastery@*"
"xiaoxianyu-office/dsh-skills-manager","B","runtime-injected","","false","cordis.patch.yml","dsh-skills-manager","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"Make0209/dsh-usage-stats","B","runtime-injected","","false","cordis.patch.yml","dsh-usage-stats","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"math-lrz/dsh-theme-pack","B","runtime-injected","","false","cordis.patch.yml","dsh-theme-pack","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"omdsh-dev/dsh-ui-whale","B","declared-deps","","false","none","@dsh-external/dsh-ui-whale","","@deepseek-ai deps but no cordis.patch.yml: @deepseek-ai/dsh-client-locale@link:../.dsh/source/current/packages/client/locale, @deepseek-ai/dsh-client-runtime@link:../.dsh/source/current/packages/client/runtime, @deepseek-ai/dsh-client-test-runtime@link:../.dsh/source/current/packages/client/test-runtime, @deepseek-ai/dsh-client-ui-conversation@link:../.dsh/source/current/packages/client/ui-conversation, @deepseek-ai/dsh-client-ui-slots@link:../.dsh/source/current/packages/client/ui-slots, @deepseek-ai/dsh-invariants@link:../.dsh/source/current/packages/runtime-diagnostics/invariants, @deepseek-ai/cordis@^4.0.1-rc.1"
"aaronlei/dsh-width-tiers","C","unknown","","false","none","dsh-width-tiers","{""node"":"">=18""}","no manifest/deps at root; kind=plugin?; signals=keyword-plugin,readme-mentions-dsh"
"MoonGlassKitty/dsh-tailscale-sync","C","subdir-only","","false","cordis.patch.yml","","","catalog reports cordis.patch.yml but not at repo root (monorepo/subdir) — needs deep check"
"BillionSeniors/dsh-project-file-explorer","C","unknown","","false","none","@local/dsh-project-file-explorer","","no manifest/deps at root; kind=plugin?; signals=keyword-plugin,readme-mentions-dsh"
"drfccv/dsh-mcp-center","B","declared","","false","cordis.patch.yml","dsh-mcp-center","{""node"":"">=22.19""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1"
"AHGGG/dsh-side-chat","A","0.1.0-rc.7+","0.1.0-rc.7","true","cordis.patch.yml","@ahggg/dsh-side-chat","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.7): @deepseek-ai/cordis@4.0.1, @deepseek-ai/dsh-agent@0.1.0-rc.7 || 0.1.1-rc.2, @deepseek-ai/dsh-agent-presets@0.1.0-rc.7 || 0.1.1-rc.2, @deepseek-ai/dsh-api-remotes@0.1.0-rc.7 || 0.1.1-rc.2, @deepseek-ai/dsh-client-runtime@0.1.0-rc.7 || 0.1.1-rc.2, @deepseek-ai/dsh-client-ui-layout@0.1.0-rc.7 || 0.1.1-rc.2, @deepseek-ai/dsh-client-ui-model-selection@0.1.0-rc.7 || 0.1.1-rc.2, @deepseek-ai/dsh-client-ui-primitives@0.1.0-rc.7 || 0.1.1-rc.2, @deepseek-ai/dsh-client-ui-slots@0.1.0-rc.7 || 0.1.1-rc.2, @deepseek-ai/dsh-client-ui-theme@0.1.1-rc.2, @deepseek-ai/dsh-llm@0.1.0-rc.7 || 0.1.1-rc.2, @deepseek-ai/dsh-session@0.1.0-rc.7 || 0.1.1-rc.2, @deepseek-ai/dsh-typert-protocol@0.1.0-rc.7 || 0.1.1-rc.2, @deepseek-ai/dsh-user-questions@0.1.0-rc.7 || 0.1.1-rc.2, @deepseek-ai/dsh-workspace@0.1.0-rc.7 || 0.1.1-rc.2"
"dHR-P/dsh-layout-tools","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-layout-tools","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/dsh-client-connection@^0.1.0-rc.6, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-primitives@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-host-webserver@^0.1.0-rc.6, @deepseek-ai/dsh-invariants@^0.1.0-rc.6, @deepseek-ai/dsh-subprocess@^0.1.0-rc.6, @deepseek-ai/dsh-workspace@^0.1.0-rc.6"
"zjzqs/dsh-client-ui-voice-input","D","old-line","0.1.0-rc.6","false","none","dsh-client-ui-voice-input","","runtime deps exclude current: @deepseek-ai/dsh-llm@0.1.0-rc.6"
"ximengxiaolan/dsh-vision-bridge","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-vision-bridge","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-attachment@^0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1"
"040822/dsh-gzip","C","unknown","","false","none","dsh-gzip","{""node"":"">=22.19""}","no manifest/deps at root; kind=plugin?; signals=keyword-plugin,keyword-dsh,readme-mentions-dsh"
"le-soleil-se-couche/dsh-skin-claude-code","B","declared","","false","cordis.patch.yml","@deepseek-ai/dsh-client-ui-skin-claude-code","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1"
"TingRuDeng/dsh-feishu-bot","B","declared","","false","cordis.patch.yml","@tingrudeng/dsh-feishu-bot","{""node"":""^22.19 || >=24""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-agent@link:../deepseek-harness/packages/core/agent, @deepseek-ai/dsh-api-remotes@link:../deepseek-harness/packages/api/remotes, @deepseek-ai/dsh-brand@link:../deepseek-harness/packages/util/brand, @deepseek-ai/dsh-credentials@link:../deepseek-harness/packages/credentials/credentials, @deepseek-ai/dsh-invariants@link:../deepseek-harness/packages/runtime-diagnostics/invariants, @deepseek-ai/dsh-llm@link:../deepseek-harness/packages/llm/llm, @deepseek-ai/dsh-session@link:../deepseek-harness/packages/core/session, @deepseek-ai/dsh-session-persistence@link:../deepseek-harness/packages/session/session-persistence, @deepseek-ai/dsh-storage-domain@link:../deepseek-harness/packages/storage/storage-domain, @deepseek-ai/dsh-user-approval@link:../deepseek-harness/packages/interaction/user-approval, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-agent-loop@link:../deepseek-harness/packages/core/agent-loop, @deepseek-ai/dsh-session-persistence-jsonl@link:../deepseek-harness/packages/session/session-persistence-jsonl, @deepseek-ai/dsh-storage@link:../deepseek-harness/packages/storage/storage, @deepseek-ai/dsh-storage-json@link:../deepseek-harness/packages/storage/storage-json, @deepseek-ai/dsh-system-prompt@link:../deepseek-harness/packages/core/system-prompt, @deepseek-ai/dsh-tools@link:../deepseek-harness/packages/core/tools, @deepseek-ai/schemastery@^3.18.1"
"zouyuanqing/dsh-vision-primitives","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-vision-primitives","{""node"":"">=18""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/dsh-settings@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/schemastery@^3.18.1"
"cnChenKai/dsh-web-search-tavily","B","0.0.1-rc.1+(inferred)","0.0.1-rc.1","false","cordis.patch.yml","dsh-web-search-tavily","{""node"":"">=22""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/dsh-credentials@^0.0.1-rc.1, @deepseek-ai/dsh-launch-environment@^0.0.1-rc.3, @deepseek-ai/dsh-web@^0.0.1-rc.1, @deepseek-ai/schemastery@^3.18.1"
"CSY656/dsh-skill-remote","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-skill-remote","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-home-paths@^0.1.0-rc.6, @deepseek-ai/dsh-skill@^0.1.0-rc.6, @deepseek-ai/dsh-tools@^0.1.0-rc.6"
"xiaoso456/dsh-turn-navigator","B","runtime-injected","","false","cordis.patch.yml","@xiaoso/dsh-turn-navigator","{""node"":"">=22""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"LeslieWylie/dsh-fleet-audit","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-fleet-audit","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@0.1.0-rc.6, @deepseek-ai/dsh-fs-local@0.1.0-rc.6, @deepseek-ai/dsh-tool-str-replace-editor@0.1.0-rc.6"
"Whning0513/deepseek-protocol-doctor","B","0.0.1-rc.1+(inferred)","0.0.1-rc.1","false","cordis.patch.yml","dsh-deepseek-protocol-doctor","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-tools@>=0.0.1-rc.1 <0.0.2 || >=0.1.0-rc.1 <0.2.0"
"hiro-nikaitou/dsh-ocg-billing","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@hiro-nikaitou/dsh-ocg-billing","{""node"":"">=22.19""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/dsh-tools@^0.1.0-rc.6, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-session-persistence@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-agent-default-model@^0.1.0-rc.6, @deepseek-ai/dsh-fs@^0.1.0-rc.6, @deepseek-ai/dsh-sandbox-policy@^0.1.0-rc.6, @deepseek-ai/dsh-subprocess@^0.1.0-rc.6, @deepseek-ai/dsh-host-webserver@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-conversation@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6"
"HOFO-GYG/dsh-quote-reply","C","unknown","","false","none","dsh-quote-reply","","no manifest/deps at root; kind=plugin?; signals=keyword-plugin,readme-mentions-dsh"
"xiaoxianyu-office/dsh-image-tools","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@dsh-external/dsh-image-tools","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/dsh-tools@^0.1.0-rc.6"
"duyefeng/dsh-browser","B","declared","","true","cordis.patch.yml","dsh-browser","","cordis.patch.yml + @deepseek-ai deps: @deepseek-ai/cordis@*, @deepseek-ai/dsh-tools@*"
"Anionex/dsh-eye-care","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","@anionex/dsh-eye-care","{""node"":""^22.19.0 || >=24.0.0""}","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/dsh-api-remotes@^0.1.0-rc.6, @deepseek-ai/dsh-client-connection@^0.1.0-rc.6, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-settings@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-theme@^0.1.0-rc.6, @deepseek-ai/dsh-settings@^0.1.0-rc.6, @deepseek-ai/cordis@^4.0.1, @deepseek-ai/schemastery@^3.18.1"
"Luoye-1026/dsh-agent-hub","D","not-a-plugin","","false","none","dsh-agent-hub","","catalog isDshPlugin=false, no manifest/deps"
"seamas0825-lab/dsh-youmind-plugin","B","runtime-injected","","false","cordis.patch.yml","dsh-youmind-plugin","{""node"":"">=20""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"herminger/dsh-web-search-responses","B","runtime-injected","","false","cordis.patch.yml","dsh-web-search-responses","","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"gxx950224/SapBuddy-dsh","C","unknown","","false","none","sapbuddy-dsh","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"WhiseNT/dsh-blackjack","A","0.1.0-rc.6+","0.1.0-rc.6","true","cordis.patch.yml","dsh-blackjack","","cordis.patch.yml; ranges cover current (min=0.1.0-rc.6): @deepseek-ai/cordis@^4.0.1, @deepseek-ai/schemastery@^3.18.1, @deepseek-ai/dsh-agent@^0.1.0-rc.6, @deepseek-ai/dsh-api-remotes@^0.1.0-rc.6, @deepseek-ai/dsh-client-connection@^0.1.0-rc.6, @deepseek-ai/dsh-client-locale@^0.1.0-rc.6, @deepseek-ai/dsh-client-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-schema-form@^0.1.0-rc.6, @deepseek-ai/dsh-client-test-runtime@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-layout@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-primitives@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-sidebar@^0.1.0-rc.6, @deepseek-ai/dsh-client-ui-slots@^0.1.0-rc.6, @deepseek-ai/dsh-client-web-react@^0.1.0-rc.6, @deepseek-ai/dsh-invariants@^0.1.0-rc.6, @deepseek-ai/dsh-llm@^0.1.0-rc.6, @deepseek-ai/dsh-session@^0.1.0-rc.6, @deepseek-ai/dsh-scope@^0.1.0-rc.6, @deepseek-ai/dsh-brand@^0.1.0-rc.6, @deepseek-ai/dsh-system-prompt@^0.1.0-rc.6, @deepseek-ai/dsh-timeout@^0.1.0-rc.6, @deepseek-ai/dsh-typert-protocol@^0.1.0-rc.6"
"radres/dsh-plugin-call-me","B","runtime-injected","","false","cordis.patch.yml","dsh-plugin-call-me","{""node"":"">=20"",""dsh"":"">=0.0.1""}","cordis.patch.yml at root; no @deepseek-ai deps (web-client runtime injection)"
"OneZero-Y/dsh-plugin-kit","C","unknown","","false","none","","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
"ConradLu2740/pa-dsh","C","unknown","","false","none","pa-dsh","","no manifest/deps at root; kind=plugin?; signals=readme-mentions-dsh"
